id,query,entity_type,query_category
396,What is the placement services of Heartfulness Institute Kanha,heartfulness_kanha,information
397,What is healthcare at Heartfulness Institute Kanha,heartfulness_kanha,information
398,What is the healthcare of Heartfulness Institute Kanha,heartfulness_kanha,information
399,What is emergency at Heartfulness Institute Kanha,heartfulness_kanha,information
400,What is the emergency of Heartfulness Institute Kanha,heartfulness_kanha,information
401,What is diet at Heartfulness Institute Kanha,heartfulness_kanha,information
402,What is the diet of Heartfulness Institute Kanha,heartfulness_kanha,information
403,What is meals at Heartfulness Institute Kanha,heartfulness_kanha,information
404,What is the meals of Heartfulness Institute Kanha,heartfulness_kanha,information
405,What is canteen at Heartfulness Institute Kanha,heartfulness_kanha,information
406,What is the canteen of Heartfulness Institute Kanha,heartfulness_kanha,information
407,What is nursery at Heartfulness Institute Kanha,heartfulness_kanha,information
408,What is the nursery of Heartfulness Institute Kanha,heartfulness_kanha,information
409,What is primary at Heartfulness Institute Kanha,heartfulness_kanha,information
410,What is the primary of Heartfulness Institute Kanha,heartfulness_kanha,information
411,What is secondary at Heartfulness Institute Kanha,heartfulness_kanha,information
412,What is the secondary of Heartfulness Institute Kanha,heartfulness_kanha,information
413,What is higher secondary at Heartfulness Institute Kanha,heartfulness_kanha,information
414,What is the higher secondary of Heartfulness Institute Kanha,heartfulness_kanha,information
415,What is postgraduate at Heartfulness Institute Kanha,heartfulness_kanha,information
416,What is the postgraduate of Heartfulness Institute Kanha,heartfulness_kanha,information
417,What is certificate at Heartfulness Institute Kanha,heartfulness_kanha,information
418,What is the certificate of Heartfulness Institute Kanha,heartfulness_kanha,information
419,What is diploma at Heartfulness Institute Kanha,heartfulness_kanha,information
420,What is the diploma of Heartfulness Institute Kanha,heartfulness_kanha,information
421,What is continuing education at Heartfulness Institute Kanha,heartfulness_kanha,information
422,What is the continuing education of Heartfulness Institute Kanha,heartfulness_kanha,information
423,What is special education at Heartfulness Institute Kanha,heartfulness_kanha,information
424,What is the special education of Heartfulness Institute Kanha,heartfulness_kanha,information
425,What is extracurricular at Heartfulness Institute Kanha,heartfulness_kanha,information
426,What is the extracurricular of Heartfulness Institute Kanha,heartfulness_kanha,information
427,What is sports at Heartfulness Institute Kanha,heartfulness_kanha,information
428,What is the sports of Heartfulness Institute Kanha,heartfulness_kanha,information
429,What is music at Heartfulness Institute Kanha,heartfulness_kanha,information
430,What is the music of Heartfulness Institute Kanha,heartfulness_kanha,information
431,What is art at Heartfulness Institute Kanha,heartfulness_kanha,information
432,What is the art of Heartfulness Institute Kanha,heartfulness_kanha,information
433,What is dance at Heartfulness Institute Kanha,heartfulness_kanha,information
434,What is the dance of Heartfulness Institute Kanha,heartfulness_kanha,information
435,What is mental wellness at Heartfulness Institute Kanha,heartfulness_kanha,spiritual
436,What is the mental wellness of Heartfulness Institute Kanha,heartfulness_kanha,spiritual
437,What is counseling at Heartfulness Institute Kanha,heartfulness_kanha,information
438,What is the counseling of Heartfulness Institute Kanha,heartfulness_kanha,information
439,What is address at Heartfulness International School Kanha,heartfulness_kanha,information
440,What is the address of Heartfulness International School Kanha,heartfulness_kanha,information
441,What is location at Heartfulness International School Kanha,heartfulness_kanha,information
442,What is the location of Heartfulness International School Kanha,heartfulness_kanha,information
443,What is phone number at Heartfulness International School Kanha,heartfulness_kanha,information
444,What is the phone number of Heartfulness International School Kanha,heartfulness_kanha,information
445,What is email at Heartfulness International School Kanha,heartfulness_kanha,information
446,What is the email of Heartfulness International School Kanha,heartfulness_kanha,information
447,What is website at Heartfulness International School Kanha,heartfulness_kanha,information
448,What is the website of Heartfulness International School Kanha,heartfulness_kanha,information
449,What is history at Heartfulness International School Kanha,heartfulness_kanha,information
450,What is the history of Heartfulness International School Kanha,heartfulness_kanha,information
451,What is mission at Heartfulness International School Kanha,heartfulness_kanha,information
452,What is the mission of Heartfulness International School Kanha,heartfulness_kanha,information
453,What is vision at Heartfulness International School Kanha,heartfulness_kanha,information
454,What is the vision of Heartfulness International School Kanha,heartfulness_kanha,information
455,What is director at Heartfulness International School Kanha,heartfulness_kanha,information
456,What is the director of Heartfulness International School Kanha,heartfulness_kanha,information
457,What is principal at Heartfulness International School Kanha,heartfulness_kanha,information
458,What is the principal of Heartfulness International School Kanha,heartfulness_kanha,information
459,What is student life at Heartfulness International School Kanha,heartfulness_kanha,information
460,What is the student life of Heartfulness International School Kanha,heartfulness_kanha,information
461,What is faculty at Heartfulness International School Kanha,heartfulness_kanha,information
462,What is the faculty of Heartfulness International School Kanha,heartfulness_kanha,information
463,What is staff at Heartfulness International School Kanha,heartfulness_kanha,information
464,What is the staff of Heartfulness International School Kanha,heartfulness_kanha,information
465,What is guidance at Heartfulness International School Kanha,heartfulness_kanha,information
466,What is the guidance of Heartfulness International School Kanha,heartfulness_kanha,information
467,What is security at Heartfulness International School Kanha,heartfulness_kanha,information
468,What is the security of Heartfulness International School Kanha,heartfulness_kanha,information
469,What is internet at Heartfulness International School Kanha,heartfulness_kanha,information
470,What is the internet of Heartfulness International School Kanha,heartfulness_kanha,information
471,What is WiFi at Heartfulness International School Kanha,heartfulness_kanha,information
472,What is the WiFi of Heartfulness International School Kanha,heartfulness_kanha,information
473,What is digital library at Heartfulness International School Kanha,heartfulness_kanha,information
474,What is the digital library of Heartfulness International School Kanha,heartfulness_kanha,information
475,What is events at Heartfulness International School Kanha,heartfulness_kanha,information
476,What is the events of Heartfulness International School Kanha,heartfulness_kanha,information
477,What is festivals at Heartfulness International School Kanha,heartfulness_kanha,information
478,What is the festivals of Heartfulness International School Kanha,heartfulness_kanha,information
479,What is celebrations at Heartfulness International School Kanha,heartfulness_kanha,information
480,What is the celebrations of Heartfulness International School Kanha,heartfulness_kanha,information
481,What is yoga at Heartfulness International School Kanha,heartfulness_kanha,spiritual
482,What is the yoga of Heartfulness International School Kanha,heartfulness_kanha,spiritual
483,What is meditation at Heartfulness International School Kanha,heartfulness_kanha,spiritual
484,What is the meditation of Heartfulness International School Kanha,heartfulness_kanha,spiritual
485,What is classroom at Heartfulness International School Kanha,heartfulness_kanha,information
486,What is the classroom of Heartfulness International School Kanha,heartfulness_kanha,information
487,What is laboratory at Heartfulness International School Kanha,heartfulness_kanha,information
488,What is the laboratory of Heartfulness International School Kanha,heartfulness_kanha,information
489,What is hostel at Heartfulness International School Kanha,heartfulness_kanha,facilities
490,What is the hostel of Heartfulness International School Kanha,heartfulness_kanha,facilities
491,What is gardens at Heartfulness International School Kanha,heartfulness_kanha,information
492,What is the gardens of Heartfulness International School Kanha,heartfulness_kanha,information
493,What is sustainability at Heartfulness International School Kanha,heartfulness_kanha,information
494,What is the sustainability of Heartfulness International School Kanha,heartfulness_kanha,information
495,What is organic farming at Heartfulness International School Kanha,heartfulness_kanha,information
496,What is the organic farming of Heartfulness International School Kanha,heartfulness_kanha,information
497,What is volunteering at Heartfulness International School Kanha,heartfulness_kanha,information
498,What is the volunteering of Heartfulness International School Kanha,heartfulness_kanha,information
499,What is workshops at Heartfulness International School Kanha,heartfulness_kanha,information
500,What is the workshops of Heartfulness International School Kanha,heartfulness_kanha,information
501,What is seminars at Heartfulness International School Kanha,heartfulness_kanha,information
502,What is the seminars of Heartfulness International School Kanha,heartfulness_kanha,information
503,What is retreats at Heartfulness International School Kanha,heartfulness_kanha,information
504,What is the retreats of Heartfulness International School Kanha,heartfulness_kanha,information
505,What is transport at Heartfulness International School Kanha,heartfulness_kanha,services
506,What is the transport of Heartfulness International School Kanha,heartfulness_kanha,services
507,What is bus routes at Heartfulness International School Kanha,heartfulness_kanha,services
508,What is the bus routes of Heartfulness International School Kanha,heartfulness_kanha,services
509,What is parking at Heartfulness International School Kanha,heartfulness_kanha,services
510,What is the parking of Heartfulness International School Kanha,heartfulness_kanha,services
511,What is scholarships at Heartfulness International School Kanha,heartfulness_kanha,financial
512,What is the scholarships of Heartfulness International School Kanha,heartfulness_kanha,financial
513,What is fees at Heartfulness International School Kanha,heartfulness_kanha,financial
514,What is the fees of Heartfulness International School Kanha,heartfulness_kanha,financial
515,What is admission process at Heartfulness International School Kanha,heartfulness_kanha,admission
516,What is the admission process of Heartfulness International School Kanha,heartfulness_kanha,admission
517,What is requirements at Heartfulness International School Kanha,heartfulness_kanha,information
518,What is the requirements of Heartfulness International School Kanha,heartfulness_kanha,information
519,What is calendar at Heartfulness International School Kanha,heartfulness_kanha,information
520,What is the calendar of Heartfulness International School Kanha,heartfulness_kanha,information
521,What is opening times at Heartfulness International School Kanha,heartfulness_kanha,information
522,What is the opening times of Heartfulness International School Kanha,heartfulness_kanha,information
523,What is closing times at Heartfulness International School Kanha,heartfulness_kanha,information
524,What is the closing times of Heartfulness International School Kanha,heartfulness_kanha,information
525,What is weekend timings at Heartfulness International School Kanha,heartfulness_kanha,information
526,What is the weekend timings of Heartfulness International School Kanha,heartfulness_kanha,information
527,What is summer camp at Heartfulness International School Kanha,heartfulness_kanha,information
528,What is the summer camp of Heartfulness International School Kanha,heartfulness_kanha,information
529,What is winter camp at Heartfulness International School Kanha,heartfulness_kanha,information
530,What is the winter camp of Heartfulness International School Kanha,heartfulness_kanha,information
531,What is holiday programs at Heartfulness International School Kanha,heartfulness_kanha,academic
532,What is the holiday programs of Heartfulness International School Kanha,heartfulness_kanha,academic
533,What is international exchange at Heartfulness International School Kanha,heartfulness_kanha,information
534,What is the international exchange of Heartfulness International School Kanha,heartfulness_kanha,information
535,What is award winners at Heartfulness International School Kanha,heartfulness_kanha,information
536,What is the award winners of Heartfulness International School Kanha,heartfulness_kanha,information
537,What is tech programs at Heartfulness International School Kanha,heartfulness_kanha,academic
538,What is the tech programs of Heartfulness International School Kanha,heartfulness_kanha,academic
539,What is community service at Heartfulness International School Kanha,heartfulness_kanha,information
540,What is the community service of Heartfulness International School Kanha,heartfulness_kanha,information
541,What is placement services at Heartfulness International School Kanha,heartfulness_kanha,information
542,What is the placement services of Heartfulness International School Kanha,heartfulness_kanha,information
543,What is healthcare at Heartfulness International School Kanha,heartfulness_kanha,information
544,What is the healthcare of Heartfulness International School Kanha,heartfulness_kanha,information
545,What is emergency at Heartfulness International School Kanha,heartfulness_kanha,information
546,What is the emergency of Heartfulness International School Kanha,heartfulness_kanha,information
547,What is diet at Heartfulness International School Kanha,heartfulness_kanha,information
548,What is the diet of Heartfulness International School Kanha,heartfulness_kanha,information
549,What is meals at Heartfulness International School Kanha,heartfulness_kanha,information
550,What is the meals of Heartfulness International School Kanha,heartfulness_kanha,information
551,What is canteen at Heartfulness International School Kanha,heartfulness_kanha,information
552,What is the canteen of Heartfulness International School Kanha,heartfulness_kanha,information
553,What is nursery at Heartfulness International School Kanha,heartfulness_kanha,information
554,What is the nursery of Heartfulness International School Kanha,heartfulness_kanha,information
555,What is primary at Heartfulness International School Kanha,heartfulness_kanha,information
556,What is the primary of Heartfulness International School Kanha,heartfulness_kanha,information
557,What is secondary at Heartfulness International School Kanha,heartfulness_kanha,information
558,What is the secondary of Heartfulness International School Kanha,heartfulness_kanha,information
559,What is higher secondary at Heartfulness International School Kanha,heartfulness_kanha,information
560,What is the higher secondary of Heartfulness International School Kanha,heartfulness_kanha,information
561,What is postgraduate at Heartfulness International School Kanha,heartfulness_kanha,information
562,What is the postgraduate of Heartfulness International School Kanha,heartfulness_kanha,information
563,What is certificate at Heartfulness International School Kanha,heartfulness_kanha,information
564,What is the certificate of Heartfulness International School Kanha,heartfulness_kanha,information
565,What is diploma at Heartfulness International School Kanha,heartfulness_kanha,information
566,What is the diploma of Heartfulness International School Kanha,heartfulness_kanha,information
567,What is continuing education at Heartfulness International School Kanha,heartfulness_kanha,information
568,What is the continuing education of Heartfulness International School Kanha,heartfulness_kanha,information
569,What is special education at Heartfulness International School Kanha,heartfulness_kanha,information
570,What is the special education of Heartfulness International School Kanha,heartfulness_kanha,information
571,What is extracurricular at Heartfulness International School Kanha,heartfulness_kanha,information
572,What is the extracurricular of Heartfulness International School Kanha,heartfulness_kanha,information
573,What is sports at Heartfulness International School Kanha,heartfulness_kanha,information
574,What is the sports of Heartfulness International School Kanha,heartfulness_kanha,information
575,What is music at Heartfulness International School Kanha,heartfulness_kanha,information
576,What is the music of Heartfulness International School Kanha,heartfulness_kanha,information
577,What is art at Heartfulness International School Kanha,heartfulness_kanha,information
578,What is the art of Heartfulness International School Kanha,heartfulness_kanha,information
579,What is dance at Heartfulness International School Kanha,heartfulness_kanha,information
580,What is the dance of Heartfulness International School Kanha,heartfulness_kanha,information
581,What is mental wellness at Heartfulness International School Kanha,heartfulness_kanha,spiritual
582,What is the mental wellness of Heartfulness International School Kanha,heartfulness_kanha,spiritual
583,What is counseling at Heartfulness International School Kanha,heartfulness_kanha,information
584,What is the counseling of Heartfulness International School Kanha,heartfulness_kanha,information
585,What is address at Heartfulness learning centre Kanha,heartfulness_kanha,information
586,What is the address of Heartfulness learning centre Kanha,heartfulness_kanha,information
587,What is location at Heartfulness learning centre Kanha,heartfulness_kanha,information
588,What is the location of Heartfulness learning centre Kanha,heartfulness_kanha,information
589,What is phone number at Heartfulness learning centre Kanha,heartfulness_kanha,information
590,What is the phone number of Heartfulness learning centre Kanha,heartfulness_kanha,information
591,What is email at Heartfulness learning centre Kanha,heartfulness_kanha,information
592,What is the email of Heartfulness learning centre Kanha,heartfulness_kanha,information
593,What is website at Heartfulness learning centre Kanha,heartfulness_kanha,information
594,What is the website of Heartfulness learning centre Kanha,heartfulness_kanha,information
595,What is history at Heartfulness learning centre Kanha,heartfulness_kanha,information
596,What is the history of Heartfulness learning centre Kanha,heartfulness_kanha,information
597,What is mission at Heartfulness learning centre Kanha,heartfulness_kanha,information
598,What is the mission of Heartfulness learning centre Kanha,heartfulness_kanha,information
599,What is vision at Heartfulness learning centre Kanha,heartfulness_kanha,information
600,What is the vision of Heartfulness learning centre Kanha,heartfulness_kanha,information
601,What is director at Heartfulness learning centre Kanha,heartfulness_kanha,information
602,What is the director of Heartfulness learning centre Kanha,heartfulness_kanha,information
603,What is principal at Heartfulness learning centre Kanha,heartfulness_kanha,information
604,What is the principal of Heartfulness learning centre Kanha,heartfulness_kanha,information
605,What is student life at Heartfulness learning centre Kanha,heartfulness_kanha,information
606,What is the student life of Heartfulness learning centre Kanha,heartfulness_kanha,information
607,What is faculty at Heartfulness learning centre Kanha,heartfulness_kanha,information
608,What is the faculty of Heartfulness learning centre Kanha,heartfulness_kanha,information
609,What is staff at Heartfulness learning centre Kanha,heartfulness_kanha,information
610,What is the staff of Heartfulness learning centre Kanha,heartfulness_kanha,information
611,What is guidance at Heartfulness learning centre Kanha,heartfulness_kanha,information
612,What is the guidance of Heartfulness learning centre Kanha,heartfulness_kanha,information
613,What is security at Heartfulness learning centre Kanha,heartfulness_kanha,information
614,What is the security of Heartfulness learning centre Kanha,heartfulness_kanha,information
615,What is internet at Heartfulness learning centre Kanha,heartfulness_kanha,information
616,What is the internet of Heartfulness learning centre Kanha,heartfulness_kanha,information
617,What is WiFi at Heartfulness learning centre Kanha,heartfulness_kanha,information
618,What is the WiFi of Heartfulness learning centre Kanha,heartfulness_kanha,information
619,What is digital library at Heartfulness learning centre Kanha,heartfulness_kanha,information
620,What is the digital library of Heartfulness learning centre Kanha,heartfulness_kanha,information
621,What is events at Heartfulness learning centre Kanha,heartfulness_kanha,information
622,What is the events of Heartfulness learning centre Kanha,heartfulness_kanha,information
623,What is festivals at Heartfulness learning centre Kanha,heartfulness_kanha,information
624,What is the festivals of Heartfulness learning centre Kanha,heartfulness_kanha,information
625,What is celebrations at Heartfulness learning centre Kanha,heartfulness_kanha,information
626,What is the celebrations of Heartfulness learning centre Kanha,heartfulness_kanha,information
627,What is yoga at Heartfulness learning centre Kanha,heartfulness_kanha,spiritual
628,What is the yoga of Heartfulness learning centre Kanha,heartfulness_kanha,spiritual
629,What is meditation at Heartfulness learning centre Kanha,heartfulness_kanha,spiritual
630,What is the meditation of Heartfulness learning centre Kanha,heartfulness_kanha,spiritual
631,What is classroom at Heartfulness learning centre Kanha,heartfulness_kanha,information
632,What is the classroom of Heartfulness learning centre Kanha,heartfulness_kanha,information
633,What is laboratory at Heartfulness learning centre Kanha,heartfulness_kanha,information
634,What is the laboratory of Heartfulness learning centre Kanha,heartfulness_kanha,information
635,What is hostel at Heartfulness learning centre Kanha,heartfulness_kanha,facilities
636,What is the hostel of Heartfulness learning centre Kanha,heartfulness_kanha,facilities
637,What is gardens at Heartfulness learning centre Kanha,heartfulness_kanha,information
638,What is the gardens of Heartfulness learning centre Kanha,heartfulness_kanha,information
639,What is sustainability at Heartfulness learning centre Kanha,heartfulness_kanha,information
640,What is the sustainability of Heartfulness learning centre Kanha,heartfulness_kanha,information
641,What is organic farming at Heartfulness learning centre Kanha,heartfulness_kanha,information
642,What is the organic farming of Heartfulness learning centre Kanha,heartfulness_kanha,information
643,What is volunteering at Heartfulness learning centre Kanha,heartfulness_kanha,information
644,What is the volunteering of Heartfulness learning centre Kanha,heartfulness_kanha,information
645,What is workshops at Heartfulness learning centre Kanha,heartfulness_kanha,information
646,What is the workshops of Heartfulness learning centre Kanha,heartfulness_kanha,information
647,What is seminars at Heartfulness learning centre Kanha,heartfulness_kanha,information
648,What is the seminars of Heartfulness learning centre Kanha,heartfulness_kanha,information
649,What is retreats at Heartfulness learning centre Kanha,heartfulness_kanha,information
650,What is the retreats of Heartfulness learning centre Kanha,heartfulness_kanha,information
651,What is transport at Heartfulness learning centre Kanha,heartfulness_kanha,services
652,What is the transport of Heartfulness learning centre Kanha,heartfulness_kanha,services
653,What is bus routes at Heartfulness learning centre Kanha,heartfulness_kanha,services
654,What is the bus routes of Heartfulness learning centre Kanha,heartfulness_kanha,services
655,What is parking at Heartfulness learning centre Kanha,heartfulness_kanha,services
656,What is the parking of Heartfulness learning centre Kanha,heartfulness_kanha,services
657,What is scholarships at Heartfulness learning centre Kanha,heartfulness_kanha,financial
658,What is the scholarships of Heartfulness learning centre Kanha,heartfulness_kanha,financial
659,What is fees at Heartfulness learning centre Kanha,heartfulness_kanha,financial
660,What is the fees of Heartfulness learning centre Kanha,heartfulness_kanha,financial
661,What is admission process at Heartfulness learning centre Kanha,heartfulness_kanha,admission
662,What is the admission process of Heartfulness learning centre Kanha,heartfulness_kanha,admission
663,What is requirements at Heartfulness learning centre Kanha,heartfulness_kanha,information
664,What is the requirements of Heartfulness learning centre Kanha,heartfulness_kanha,information
665,What is calendar at Heartfulness learning centre Kanha,heartfulness_kanha,information
666,What is the calendar of Heartfulness learning centre Kanha,heartfulness_kanha,information
667,What is opening times at Heartfulness learning centre Kanha,heartfulness_kanha,information
668,What is the opening times of Heartfulness learning centre Kanha,heartfulness_kanha,information
669,What is closing times at Heartfulness learning centre Kanha,heartfulness_kanha,information
670,What is the closing times of Heartfulness learning centre Kanha,heartfulness_kanha,information
671,What is weekend timings at Heartfulness learning centre Kanha,heartfulness_kanha,information
672,What is the weekend timings of Heartfulness learning centre Kanha,heartfulness_kanha,information
673,What is summer camp at Heartfulness learning centre Kanha,heartfulness_kanha,information
674,What is the summer camp of Heartfulness learning centre Kanha,heartfulness_kanha,information
675,What is winter camp at Heartfulness learning centre Kanha,heartfulness_kanha,information
676,What is the winter camp of Heartfulness learning centre Kanha,heartfulness_kanha,information
677,What is holiday programs at Heartfulness learning centre Kanha,heartfulness_kanha,academic
678,What is the holiday programs of Heartfulness learning centre Kanha,heartfulness_kanha,academic
679,What is international exchange at Heartfulness learning centre Kanha,heartfulness_kanha,information
680,What is the international exchange of Heartfulness learning centre Kanha,heartfulness_kanha,information
681,What is award winners at Heartfulness learning centre Kanha,heartfulness_kanha,information
682,What is the award winners of Heartfulness learning centre Kanha,heartfulness_kanha,information
683,What is tech programs at Heartfulness learning centre Kanha,heartfulness_kanha,academic
684,What is the tech programs of Heartfulness learning centre Kanha,heartfulness_kanha,academic
685,What is community service at Heartfulness learning centre Kanha,heartfulness_kanha,information
686,What is the community service of Heartfulness learning centre Kanha,heartfulness_kanha,information
687,What is placement services at Heartfulness learning centre Kanha,heartfulness_kanha,information
688,What is the placement services of Heartfulness learning centre Kanha,heartfulness_kanha,information
689,What is healthcare at Heartfulness learning centre Kanha,heartfulness_kanha,information
690,What is the healthcare of Heartfulness learning centre Kanha,heartfulness_kanha,information
691,What is emergency at Heartfulness learning centre Kanha,heartfulness_kanha,information
692,What is the emergency of Heartfulness learning centre Kanha,heartfulness_kanha,information
693,What is diet at Heartfulness learning centre Kanha,heartfulness_kanha,information
694,What is the diet of Heartfulness learning centre Kanha,heartfulness_kanha,information
695,What is meals at Heartfulness learning centre Kanha,heartfulness_kanha,information
696,What is the meals of Heartfulness learning centre Kanha,heartfulness_kanha,information
697,What is canteen at Heartfulness learning centre Kanha,heartfulness_kanha,information
698,What is the canteen of Heartfulness learning centre Kanha,heartfulness_kanha,information
699,What is nursery at Heartfulness learning centre Kanha,heartfulness_kanha,information
700,What is the nursery of Heartfulness learning centre Kanha,heartfulness_kanha,information
701,What is primary at Heartfulness learning centre Kanha,heartfulness_kanha,information
702,What is the primary of Heartfulness learning centre Kanha,heartfulness_kanha,information
703,What is secondary at Heartfulness learning centre Kanha,heartfulness_kanha,information
704,What is the secondary of Heartfulness learning centre Kanha,heartfulness_kanha,information
705,What is higher secondary at Heartfulness learning centre Kanha,heartfulness_kanha,information
706,What is the higher secondary of Heartfulness learning centre Kanha,heartfulness_kanha,information
707,What is postgraduate at Heartfulness learning centre Kanha,heartfulness_kanha,information
708,What is the postgraduate of Heartfulness learning centre Kanha,heartfulness_kanha,information
709,What is certificate at Heartfulness learning centre Kanha,heartfulness_kanha,information
710,What is the certificate of Heartfulness learning centre Kanha,heartfulness_kanha,information
711,What is diploma at Heartfulness learning centre Kanha,heartfulness_kanha,information
712,What is the diploma of Heartfulness learning centre Kanha,heartfulness_kanha,information
713,What is continuing education at Heartfulness learning centre Kanha,heartfulness_kanha,information
714,What is the continuing education of Heartfulness learning centre Kanha,heartfulness_kanha,information
715,What is special education at Heartfulness learning centre Kanha,heartfulness_kanha,information
716,What is the special education of Heartfulness learning centre Kanha,heartfulness_kanha,information
717,What is extracurricular at Heartfulness learning centre Kanha,heartfulness_kanha,information
718,What is the extracurricular of Heartfulness learning centre Kanha,heartfulness_kanha,information
719,What is sports at Heartfulness learning centre Kanha,heartfulness_kanha,information
720,What is the sports of Heartfulness learning centre Kanha,heartfulness_kanha,information
721,What is music at Heartfulness learning centre Kanha,heartfulness_kanha,information
722,What is the music of Heartfulness learning centre Kanha,heartfulness_kanha,information
723,What is art at Heartfulness learning centre Kanha,heartfulness_kanha,information
724,What is the art of Heartfulness learning centre Kanha,heartfulness_kanha,information
725,What is dance at Heartfulness learning centre Kanha,heartfulness_kanha,information
726,What is the dance of Heartfulness learning centre Kanha,heartfulness_kanha,information
727,What is mental wellness at Heartfulness learning centre Kanha,heartfulness_kanha,spiritual
728,What is the mental wellness of Heartfulness learning centre Kanha,heartfulness_kanha,spiritual
729,What is counseling at Heartfulness learning centre Kanha,heartfulness_kanha,information
730,What is the counseling of Heartfulness learning centre Kanha,heartfulness_kanha,information
731,What is address at Kanha campus,heartfulness_kanha,information
732,What is the address of Kanha campus,heartfulness_kanha,information
733,What is location at Kanha campus,heartfulness_kanha,information
734,What is the location of Kanha campus,heartfulness_kanha,information
735,What is phone number at Kanha campus,heartfulness_kanha,information
736,What is the phone number of Kanha campus,heartfulness_kanha,information
737,What is email at Kanha campus,heartfulness_kanha,information
738,What is the email of Kanha campus,heartfulness_kanha,information
739,What is website at Kanha campus,heartfulness_kanha,information
740,What is the website of Kanha campus,heartfulness_kanha,information
741,What is history at Kanha campus,heartfulness_kanha,information
742,What is the history of Kanha campus,heartfulness_kanha,information
743,What is mission at Kanha campus,heartfulness_kanha,information
744,What is the mission of Kanha campus,heartfulness_kanha,information
745,What is vision at Kanha campus,heartfulness_kanha,information
746,What is the vision of Kanha campus,heartfulness_kanha,information
747,What is director at Kanha campus,heartfulness_kanha,information
748,What is the director of Kanha campus,heartfulness_kanha,information
749,What is principal at Kanha campus,heartfulness_kanha,information
750,What is the principal of Kanha campus,heartfulness_kanha,information
751,What is student life at Kanha campus,heartfulness_kanha,information
752,What is the student life of Kanha campus,heartfulness_kanha,information
753,What is faculty at Kanha campus,heartfulness_kanha,information
754,What is the faculty of Kanha campus,heartfulness_kanha,information
755,What is staff at Kanha campus,heartfulness_kanha,information
756,What is the staff of Kanha campus,heartfulness_kanha,information
757,What is guidance at Kanha campus,heartfulness_kanha,information
758,What is the guidance of Kanha campus,heartfulness_kanha,information
759,What is security at Kanha campus,heartfulness_kanha,information
760,What is the security of Kanha campus,heartfulness_kanha,information
761,What is internet at Kanha campus,heartfulness_kanha,information
762,What is the internet of Kanha campus,heartfulness_kanha,information
763,What is WiFi at Kanha campus,heartfulness_kanha,information
764,What is the WiFi of Kanha campus,heartfulness_kanha,information
765,What is digital library at Kanha campus,heartfulness_kanha,information
766,What is the digital library of Kanha campus,heartfulness_kanha,information
767,What is events at Kanha campus,heartfulness_kanha,information
768,What is the events of Kanha campus,heartfulness_kanha,information
769,What is festivals at Kanha campus,heartfulness_kanha,information
770,What is the festivals of Kanha campus,heartfulness_kanha,information
771,What is celebrations at Kanha campus,heartfulness_kanha,information
772,What is the celebrations of Kanha campus,heartfulness_kanha,information
773,What is yoga at Kanha campus,heartfulness_kanha,spiritual
774,What is the yoga of Kanha campus,heartfulness_kanha,spiritual
775,What is meditation at Kanha campus,heartfulness_kanha,spiritual
776,What is the meditation of Kanha campus,heartfulness_kanha,spiritual
777,What is classroom at Kanha campus,heartfulness_kanha,information
778,What is the classroom of Kanha campus,heartfulness_kanha,information
779,What is laboratory at Kanha campus,heartfulness_kanha,information
780,What is the laboratory of Kanha campus,heartfulness_kanha,information
781,What is hostel at Kanha campus,heartfulness_kanha,facilities
782,What is the hostel of Kanha campus,heartfulness_kanha,facilities
783,What is gardens at Kanha campus,heartfulness_kanha,information
784,What is the gardens of Kanha campus,heartfulness_kanha,information
785,What is sustainability at Kanha campus,heartfulness_kanha,information
786,What is the sustainability of Kanha campus,heartfulness_kanha,information
787,What is organic farming at Kanha campus,heartfulness_kanha,information
788,What is the organic farming of Kanha campus,heartfulness_kanha,information
789,What is volunteering at Kanha campus,heartfulness_kanha,information
790,What is the volunteering of Kanha campus,heartfulness_kanha,information
791,What is workshops at Kanha campus,heartfulness_kanha,information
792,What is the workshops of Kanha campus,heartfulness_kanha,information
793,What is seminars at Kanha campus,heartfulness_kanha,information
794,What is the seminars of Kanha campus,heartfulness_kanha,information
795,What is retreats at Kanha campus,heartfulness_kanha,information
796,What is the retreats of Kanha campus,heartfulness_kanha,information
797,What is transport at Kanha campus,heartfulness_kanha,services
798,What is the transport of Kanha campus,heartfulness_kanha,services
799,What is bus routes at Kanha campus,heartfulness_kanha,services
800,What is the bus routes of Kanha campus,heartfulness_kanha,services
801,What is parking at Kanha campus,heartfulness_kanha,services
802,What is the parking of Kanha campus,heartfulness_kanha,services
803,What is scholarships at Kanha campus,heartfulness_kanha,financial
804,What is the scholarships of Kanha campus,heartfulness_kanha,financial
805,What is fees at Kanha campus,heartfulness_kanha,financial
806,What is the fees of Kanha campus,heartfulness_kanha,financial
807,What is admission process at Kanha campus,heartfulness_kanha,admission
808,What is the admission process of Kanha campus,heartfulness_kanha,admission
809,What is requirements at Kanha campus,heartfulness_kanha,information
810,What is the requirements of Kanha campus,heartfulness_kanha,information
811,What is calendar at Kanha campus,heartfulness_kanha,information
812,What is the calendar of Kanha campus,heartfulness_kanha,information
813,What is opening times at Kanha campus,heartfulness_kanha,information
814,What is the opening times of Kanha campus,heartfulness_kanha,information
815,What is closing times at Kanha campus,heartfulness_kanha,information
816,What is the closing times of Kanha campus,heartfulness_kanha,information
817,What is weekend timings at Kanha campus,heartfulness_kanha,information
